frequency,raw
448.15979,-0.659
448.496246,-0.656
448.832703,-0.653
449.169159,-0.649
449.505615,-0.646
449.842072,-0.644
450.178528,-0.641
450.514984,-0.638
450.85144,-0.634
451.187897,-0.629
451.524353,-0.625
451.860809,-0.621
452.197266,-0.619
452.533722,-0.618
452.870178,-0.617
453.206635,-0.616
453.543091,-0.613
453.879547,-0.61
454.216003,-0.607
454.55246,-0.604
454.888916,-0.601
455.225372,-0.599
455.561829,-0.598
455.898285,-0.596
456.234741,-0.593
456.571198,-0.589
456.907654,-0.586
457.24411,-0.582
457.580566,-0.578
457.917023,-0.575
458.253479,-0.572
458.589935,-0.568
458.926392,-0.563
459.262848,-0.558
459.599304,-0.554
459.93576,-0.55
460.272217,-0.547
460.608673,-0.544
460.945129,-0.541
461.281586,-0.537
461.618042,-0.532
461.954498,-0.526
462.290955,-0.52
462.627411,-0.514
462.963867,-0.509
463.300323,-0.505
463.63678,-0.5
463.973236,-0.495
464.309692,-0.49
464.646149,-0.483
464.982605,-0.476
465.319061,-0.469
465.655518,-0.463
465.991974,-0.457
466.32843,-0.452
466.664886,-0.447
467.001343,-0.442
467.337799,-0.436
467.674255,-0.43
468.010712,-0.424
468.347168,-0.419
468.683624,-0.414
469.020081,-0.41
469.356537,-0.406
469.692993,-0.402
470.029449,-0.397
470.365906,-0.393
470.702362,-0.388
471.038818,-0.384
471.375275,-0.379
